# Complex evaluations of Bessel function of the first kind generated on a square grid.
#
# Function representation: J(ν, z)
#   J --> [complex] Bessel function of the first kind
#   z --> [complex] argument
#   ν --> [int] bessel order
#
# Hardware details:
#   date: 2026-02-10 21:47:00.469167+00:00
#   system: Darwin
#   release: 25.0.0
#   version: Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:23 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T8122
#   machine: arm64
#   processor: arm
#
# Software details:
#   python version: 3.14.2 (v3.14.2:df793163d58, Dec  5 2025, 12:18:06) [Clang 16.0.0 (clang-1600.0.26.6)]
#   scipy version: 1.17.0
#
# Data shape: (order, z_r, z_theta, real(J), imag(J)) 
(0, 0.0014873521072935117, 3.968327562429212, 1.0000000456707678, -5.511651253004681e-07)
(0, 0.0014873521072935117, 4.29902152596498, 1.0000003745733255, -4.068951814363214e-07)
(0, 0.0014873521072935117, 4.6297154895007475, 1.0000005455112084, -9.10297333391389e-08)
(0, 0.0014873521072935117, 4.960409453036515, 1.0000004863965817, 2.6322470815806347e-07)
(0, 0.0014873521072935117, 5.291103416572283, 1.0000002221592388, 5.064722242972718e-07)
(0, 0.0014873521072935117, 5.621797380108051, 0.9999998642331842, 5.361307288253846e-07)
(0, 0.0014873521072935117, 5.9524913436438185, 0.9999995635626461, 3.3969276817134294e-07)
(0, 0.0014873521072935117, 6.283185307179586, 0.9999994469460037, 2.709182850718613e-22)
(0, 0.00221221629107045, 0.0, 0.9999987765251447, 0.0)
(0, 0.00221221629107045, 0.3306939635357677, 0.9999990345062258, -7.514736769213889e-07)
(0, 0.00221221629107045, 0.6613879270715354, 0.9999996996542582, -1.1860370348527496e-06)
(0, 0.00221221629107045, 0.992081890607303, 1.0000004914641485, -1.1204262564333207e-06)
(0, 0.00221221629107045, 1.3227758541430708, 1.0000010760145543, -5.823101592697023e-07)
(0, 0.00221221629107045, 1.6534698176788385, 1.000001206788976, 2.0137752564783196e-07)
(0, 0.00221221629107045, 1.984163781214606, 1.0000008286371955, 9.001403534920534e-07)
(0, 0.00221221629107045, 2.3148577447503738, 1.0000001010334145, 1.2192965030114606e-06)
(0, 0.00221221629107045, 2.6455517082861415, 0.9999993308223263, 1.0242521065185404e-06)
(0, 0.00221221629107045, 2.9762456718219092, 0.9999988428163283, 3.9726152779006377e-07)
(0, 0.00221221629107045, 3.306939635357677, 0.9999988428163283, -3.972615277900632e-07)
(0, 0.00221221629107045, 3.6376335988934447, 0.9999993308223263, -1.0242521065185402e-06)
(0, 0.00221221629107045, 3.968327562429212, 1.0000001010334145, -1.2192965030114606e-06)
(0, 0.00221221629107045, 4.29902152596498, 1.0000008286371955, -9.001403534920546e-07)
(0, 0.00221221629107045, 4.6297154895007475, 1.000001206788976, -2.0137752564783307e-07)
(0, 0.00221221629107045, 4.960409453036515, 1.0000010760145543, 5.823101592697015e-07)
(0, 0.00221221629107045, 5.291103416572283, 1.0000004914641485, 1.1204262564333205e-06)
(0, 0.00221221629107045, 5.621797380108051, 0.9999996996542582, 1.1860370348527498e-06)
(0, 0.00221221629107045, 5.9524913436438185, 0.9999990345062258, 7.514736769213897e-07)
(0, 0.00221221629107045, 6.283185307179586, 0.9999987765251447, 5.993296428831403e-22)
(0, 0.0032903445623126675, 0.0, 0.9999972934099968, 0.0)
(0, 0.0032903445623126675, 0.3306939635357677, 0.9999978641191903, -1.66242133755698e-06)
(0, 0.0032903445623126675, 0.6613879270715354, 0.9999993355693743, -2.623769972677846e-06)
(0, 0.0032903445623126675, 0.992081890607303, 1.0000010872243161, -2.4786259557588523e-06)
(0, 0.0032903445623126675, 1.3227758541430708, 1.0000023803774756, -1.2881968609292951e-06)
(0, 0.0032903445623126675, 1.6534698176788385, 1.000002669679182, 4.4549096874524433e-07)
(0, 0.0032903445623126675, 1.984163781214606, 1.0000018331246203, 1.991306154365498e-06)
(0, 0.0032903445623126675, 2.3148577447503738, 1.0000002235067758, 2.697347752785296e-06)
(0, 0.0032903445623126675, 2.6455517082861415, 0.9999985196338456, 2.26586627718128e-06)
(0, 0.0032903445623126675, 2.9762456718219092, 0.9999974400602218, 8.788278072012497e-07)
(0, 0.0032903445623126675, 3.306939635357677, 0.9999974400602218, -8.788278072012486e-07)
(0, 0.0032903445623126675, 3.6376335988934447, 0.9999985196338456, -2.2658662771812796e-06)
(0, 0.0032903445623126675, 3.968327562429212, 1.0000002235067758, -2.6973477527852957e-06)
(0, 0.0032903445623126675, 4.29902152596498, 1.0000018331246203, -1.9913061543655006e-06)
(0, 0.0032903445623126675, 4.6297154895007475, 1.000002669679182, -4.454909687452469e-07)
(0, 0.0032903445623126675, 4.960409453036515, 1.0000023803774756, 1.2881968609292928e-06)
(0, 0.0032903445623126675, 5.291103416572283, 1.0000010872243161, 2.4786259557588514e-06)
(0, 0.0032903445623126675, 5.621797380108051, 0.9999993355693743, 2.6237699726778463e-06)
(0, 0.0032903445623126675, 5.9524913436438185, 0.9999978641191903, 1.6624213375569817e-06)
(0, 0.0032903445623126675, 6.283185307179586, 0.9999972934099968, 1.3258458165148557e-21)
(0, 0.004893900918477494, 0.0, 0.9999940124424127, 0.0)
(0, 0.004893900918477494, 0.3306939635357677, 0.9999952749708829, -3.677630804590771e-06)
(0, 0.004893900918477494, 0.6613879270715354, 0.9999985301314263, -5.804344340072797e-06)
(0, 0.004893900918477494, 0.992081890607303, 1.0000024051720178, -5.48326033213233e-06)
(0, 0.004893900918477494, 1.3227758541430708, 1.0000052659125165, -2.849774193403594e-06)
(0, 0.004893900918477494, 1.6534698176788385, 1.0000059059124236, 9.855239732699333e-07)
(0, 0.004893900918477494, 1.984163781214606, 1.0000040552677432, 4.405204809688277e-06)
(0, 0.004893900918477494, 2.3148577447503738, 1.000000494440486, 5.967117449756726e-06)
(0, 0.004893900918477494, 2.6455517082861415, 0.9999967251079035, 5.012581794164143e-06)
(0, 0.004893900918477494, 2.9762456718219092, 0.9999943368633941, 1.9441541755797503e-06)
(0, 0.004893900918477494, 3.306939635357677, 0.9999943368633941, -1.9441541755797477e-06)
(0, 0.004893900918477494, 3.6376335988934447, 0.9999967251079035, -5.012581794164142e-06)
(0, 0.004893900918477494, 3.968327562429212, 1.000000494440486, -5.967117449756725e-06)
(0, 0.004893900918477494, 4.29902152596498, 1.0000040552677432, -4.405204809688283e-06)
(0, 0.004893900918477494, 4.6297154895007475, 1.0000059059124236, -9.85523973269939e-07)
(0, 0.004893900918477494, 4.960409453036515, 1.0000052659125165, 2.8497741934035893e-06)
(0, 0.004893900918477494, 5.291103416572283, 1.0000024051720178, 5.483260332132329e-06)
(0, 0.004893900918477494, 5.621797380108051, 0.9999985301314263, 5.804344340072799e-06)
(0, 0.004893900918477494, 5.9524913436438185, 0.9999952749708829, 3.6776308045907742e-06)
(0, 0.004893900918477494, 6.283185307179586, 0.9999940124424127, 2.933052903098128e-21)
(0, 0.007278953843983154, 0.0, 0.999986754251597, 0.0)
(0, 0.007278953843983154, 0.3306939635357677, 0.9999895472195118, -8.135691478739631e-06)
(0, 0.007278953843983154, 0.6613879270715354, 0.999996748311657, -1.284045366854518e-05)
(0, 0.007278953843983154, 0.992081890607303, 1.0000053207444417, -1.2130175518205768e-05)
(0, 0.007278953843983154, 1.3227758541430708, 1.0000116493506022, -6.304337018065913e-06)
(0, 0.007278953843983154, 1.6534698176788385, 1.00001306517841, 2.180199993161534e-06)
(0, 0.007278953843983154, 1.984163781214606, 1.000008971127381, 9.745289798670849e-06)
(0, 0.007278953843983154, 2.3148577447503738, 1.000001093785591, 1.3200558389102864e-05)
(0, 0.007278953843983154, 2.6455517082861415, 0.9999927552206981, 1.1088893094552103e-05)
(0, 0.007278953843983154, 2.9762456718219092, 0.999987471935909, 4.3008747768647314e-06)
(0, 0.007278953843983154, 3.306939635357677, 0.999987471935909, -4.3008747768647255e-06)
(0, 0.007278953843983154, 3.6376335988934447, 0.9999927552206981, -1.1088893094552102e-05)
(0, 0.007278953843983154, 3.968327562429212, 1.000001093785591, -1.3200558389102862e-05)
(0, 0.007278953843983154, 4.29902152596498, 1.000008971127381, -9.74528979867086e-06)
(0, 0.007278953843983154, 4.6297154895007475, 1.00001306517841, -2.1801999931615467e-06)
(0, 0.007278953843983154, 4.960409453036515, 1.0000116493506022, 6.304337018065902e-06)
(0, 0.007278953843983154, 5.291103416572283, 1.0000053207444417, 1.2130175518205764e-05)
(0, 0.007278953843983154, 5.621797380108051, 0.999996748311657, 1.2840453668545184e-05)
(0, 0.007278953843983154, 5.9524913436438185, 0.9999895472195118, 8.13569147873964e-06)
(0, 0.007278953843983154, 6.283185307179586, 0.999986754251597, 6.4885238671392906e-21)
(0, 0.010826367338740546, 0.0, 0.9999706976572209, 0.0)
(0, 0.010826367338740546, 0.3306939635357677, 0.9999768762175928, -1.799779520215564e-05)
(0, 0.010826367338740546, 0.6613879270715354, 0.9999928064586254, -2.8405804806059994e-05)
(0, 0.010826367338740546, 0.992081890607303, 1.0000117705578677, -2.6834658435051057e-05)
(0, 0.010826367338740546, 1.3227758541430708, 1.000025770947518, -1.3946655528921653e-05)
(0, 0.010826367338740546, 1.6534698176788385, 1.0000289031117777, 4.823112136051093e-06)
(0, 0.010826367338740546, 1.984163781214606, 1.0000198460644276, 2.1558806078482116e-05)
(0, 0.010826367338740546, 2.3148577447503738, 1.0000024195742816, 2.9202509679675908e-05)
(0, 0.010826367338740546, 2.6455517082861415, 0.9999839729339536, 2.453092223498e-05)
(0, 0.010826367338740546, 2.9762456718219092, 0.9999722853053454, 9.514393000271563e-06)
(0, 0.010826367338740546, 3.306939635357677, 0.9999722853053454, -9.51439300027155e-06)
(0, 0.010826367338740546, 3.6376335988934447, 0.9999839729339536, -2.4530922234979997e-05)
(0, 0.010826367338740546, 3.968327562429212, 1.0000024195742816, -2.92025096796759e-05)
(0, 0.010826367338740546, 4.29902152596498, 1.0000198460644276, -2.1558806078482147e-05)
(0, 0.010826367338740546, 4.6297154895007475, 1.0000289031117777, -4.82311213605112e-06)
(0, 0.010826367338740546, 4.960409453036515, 1.000025770947518, 1.3946655528921626e-05)
(0, 0.010826367338740546, 5.291103416572283, 1.0000117705578677, 2.6834658435051047e-05)
(0, 0.010826367338740546, 5.621797380108051, 0.9999928064586254, 2.8405804806060005e-05)
(0, 0.010826367338740546, 5.9524913436438185, 0.9999768762175928, 1.7997795202155657e-05)
(0, 0.010826367338740546, 6.283185307179586, 0.9999706976572209, 1.435390296438916e-20)
(0, 0.01610262027560939, 0.0, 0.999935177455582, 0.0)
(0, 0.01610262027560939, 0.3306939635357677, 0.9999488453331636, -3.9814457719482205e-05)
(0, 0.01610262027560939, 0.6613879270715354, 0.9999840858243154, -6.283951016922681e-05)
(0, 0.01610262027560939, 0.992081890607303, 1.000026038629987, -5.93644920730929e-05)
(0, 0.01610262027560939, 1.3227758541430708, 1.0000570112247875, -3.085350048819308e-05)
(0, 0.01610262027560939, 1.6534698176788385, 1.0000639404792024, 1.0669954157255968e-05)
(0, 0.01610262027560939, 1.984163781214606, 1.0000439037394984, 4.769331571074338e-05)
(0, 0.01610262027560939, 2.3148577447503738, 1.0000053520538423, 6.460236239661657e-05)
(0, 0.01610262027560939, 2.6455517082861415, 0.9999645444321639, 5.426717863897226e-05)
(0, 0.01610262027560939, 2.9762456718219092, 0.9999386895552488, 2.104754162813265e-05)
(0, 0.01610262027560939, 3.306939635357677, 0.9999386895552488, -2.1047541628132617e-05)
(0, 0.01610262027560939, 3.6376335988934447, 0.9999645444321639, -5.426717863897224e-05)
(0, 0.01610262027560939, 3.968327562429212, 1.0000053520538423, -6.460236239661657e-05)
(0, 0.01610262027560939, 4.29902152596498, 1.0000439037394984, -4.769331571074344e-05)
(0, 0.01610262027560939, 4.6297154895007475, 1.0000639404792024, -1.066995415725603e-05)
(0, 0.01610262027560939, 4.960409453036515, 1.0000570112247875, 3.085350048819303e-05)
(0, 0.01610262027560939, 5.291103416572283, 1.000026038629987, 5.936449207309289e-05)
(0, 0.01610262027560939, 5.621797380108051, 0.9999840858243154, 6.283951016922681e-05)
(0, 0.01610262027560939, 5.9524913436438185, 0.9999488453331636, 3.981445771948224e-05)
(0, 0.01610262027560939, 6.283185307179586, 0.999935177455582, 3.1753374012439785e-20)
(0, 0.02395026619987486, 0.0, 0.9998566013283202, 0.0)
(0, 0.02395026619987486, 0.3306939635357677, 0.999886835504262, -8.807546107597986e-05)
(0, 0.02395026619987486, 0.6613879270715354, 0.9999647919237037, -0.00013901324724386208)
(0, 0.02395026619987486, 0.992081890607303, 1.0000576011733713, -0.00013132916911758554)
(0, 0.02395026619987486, 1.3227758541430708, 1.000126122701103, -6.825697492655669e-05)
(0, 0.02395026619987486, 1.6534698176788385, 1.000141452834341, 2.360516117813685e-05)
(0, 0.02395026619987486, 1.984163781214606, 1.0000971243350654, 0.00010551073758413424)
(0, 0.02395026619987486, 2.3148577447503738, 1.000011837121931, 0.0001429148621641292)
(0, 0.02395026619987486, 2.6455517082861415, 0.9999215634836416, 0.00012004815677192086)
(0, 0.02395026619987486, 2.9762456718219092, 0.9998643702584203, 4.6559984186168204e-05)
(0, 0.02395026619987486, 3.306939635357677, 0.9998643702584203, -4.655998418616815e-05)
(0, 0.02395026619987486, 3.6376335988934447, 0.9999215634836416, -0.00012004815677192083)
(0, 0.02395026619987486, 3.968327562429212, 1.000011837121931, -0.00014291486216412916)
(0, 0.02395026619987486, 4.29902152596498, 1.0000971243350654, -0.00010551073758413438)
(0, 0.02395026619987486, 4.6297154895007475, 1.000141452834341, -2.360516117813698e-05)
(0, 0.02395026619987486, 4.960409453036515, 1.000126122701103, 6.825697492655655e-05)
(0, 0.02395026619987486, 5.291103416572283, 1.0000576011733713, 0.00013132916911758554)
(0, 0.02395026619987486, 5.621797380108051, 0.9999647919237037, 0.0001390132472438621)
(0, 0.02395026619987486, 5.9524913436438185, 0.999886835504262, 8.807546107597994e-05)
(0, 0.02395026619987486, 6.283185307179586, 0.9998566013283202, 7.024257134638329e-20)
(0, 0.03562247890262444, 0.0, 0.9996827849086654, 0.0)
(0, 0.03562247890262444, 0.3306939635357677, 0.9997496590437446, -0.0001948286053811212)
(0, 0.03562247890262444, 0.6613879270715354, 0.999922099995232, -0.0003075208078317051)
(0, 0.03562247890262444, 0.992081890607303, 1.0001274169157828, -0.0002905386705954862)
(0, 0.03562247890262444, 1.3227758541430708, 1.000279018234875, -0.00015101073461146216)
(0, 0.03562247890262444, 1.6534698176788385, 1.0003129373051305, 5.2224199072180364e-05)
(0, 0.03562247890262444, 1.984163781214606, 1.0002148588972148, 0.0002334263128891771)
(0, 0.03562247890262444, 2.3148577447503738, 1.0000261726748603, 0.0003161608548936343)
(0, 0.03562247890262444, 2.6455517082861415, 0.9998264759232266, 0.0002655598624925417)
(0, 0.03562247890262444, 2.9762456718219092, 0.9996999685556013, 0.0001029922879817104)
(0, 0.03562247890262444, 3.306939635357677, 0.9996999685556013, -0.00010299228798171025)
(0, 0.03562247890262444, 3.6376335988934447, 0.9998264759232266, -0.0002655598624925416)
(0, 0.03562247890262444, 3.968327562429212, 1.0000261726748603, -0.0003161608548936343)
(0, 0.03562247890262444, 4.29902152596498, 1.0002148588972148, -0.00023342631288917741)
(0, 0.03562247890262444, 4.6297154895007475, 1.0003129373051305, -5.222419907218066e-05)
(0, 0.03562247890262444, 4.960409453036515, 1.000279018234875, 0.0001510107346114619)
(0, 0.03562247890262444, 5.291103416572283, 1.0001274169157828, 0.0002905386705954861)
(0, 0.03562247890262444, 5.621797380108051, 0.999922099995232, 0.00030752080783170516)
(0, 0.03562247890262444, 5.9524913436438185, 0.9997496590437446, 0.00019482860538112137)
(0, 0.03562247890262444, 6.283185307179586, 0.9996827849086654, 1.5537825435256386e-19)
(0, 0.0529831690628371, 0.0, 0.999298319071645, 0.0)
(0, 0.0529831690628371, 0.3306939635357677, 0.9994462082247415, -0.000430937614307038)
(0, 0.0529831690628371, 0.6613879270715354, 0.9998276090056042, -0.0006802704221340666)
(0, 0.0529831690628371, 0.992081890607303, 1.0002818280720112, -0.0006427840186396191)
(0, 0.0529831690628371, 1.3227758541430708, 1.0006172855890718, -0.0003341249002351341)
(0, 0.0529831690628371, 1.6534698176788385, 1.0006923488274955, 0.00011555313576962312)
(0, 0.0529831690628371, 1.984163781214606, 1.000475308774868, 0.0005164567384870196)
(0, 0.0529831690628371, 2.3148577447503738, 1.0000578330639551, 0.0006994272919324377)
(0, 0.0529831690628371, 2.6455517082861415, 0.9996161001147671, 0.0005874140661611674)
(0, 0.0529831690628371, 2.9762456718219092, 0.9993363187916632, 0.00022779978149645318)
(0, 0.0529831690628371, 3.306939635357677, 0.9993363187916632, -0.00022779978149645286)
(0, 0.0529831690628371, 3.6376335988934447, 0.9996161001147671, -0.0005874140661611674)
(0, 0.0529831690628371, 3.968327562429212, 1.0000578330639551, -0.0006994272919324376)
(0, 0.0529831690628371, 4.29902152596498, 1.000475308774868, -0.0005164567384870202)
(0, 0.0529831690628371, 4.6297154895007475, 1.0006923488274955, -0.00011555313576962378)
(0, 0.0529831690628371, 4.960409453036515, 1.0006172855890718, 0.00033412490023513355)
(0, 0.0529831690628371, 5.291103416572283, 1.0002818280720112, 0.0006427840186396189)
(0, 0.0529831690628371, 5.621797380108051, 0.9998276090056042, 0.0006802704221340668)
(0, 0.0529831690628371, 5.9524913436438185, 0.9994462082247415, 0.0004309376143070384)
(0, 0.0529831690628371, 6.283185307179586, 0.999298319071645, 3.4366421318208317e-19)
(0, 0.07880462815669913, 0.0, 0.9984480601382711, 0.0)
(0, 0.07880462815669913, 0.3306939635357677, 0.998774973905881, -0.0009530071888195489)
(0, 0.07880462815669913, 0.6613879270715354, 0.9996183434859602, -0.001504748090642594)
(0, 0.07880462815669913, 0.992081890607303, 1.000623240934352, -0.0014222201881779902)
(0, 0.07880462815669913, 1.3227758541430708, 1.0013657498464876, -0.0007394330638766097)
(0, 0.07880462815669913, 1.6534698176788385, 1.0015319377386047, 0.0002557357851582261)
(0, 0.07880462815669913, 1.984163781214606, 1.0010514584819237, 0.00114284313531981)
(0, 0.07880462815669913, 2.3148577447503738, 1.0001276135276587, 0.0015473387188822477)
(0, 0.07880462815669913, 2.6455517082861415, 0.9991505978607661, 0.0012991845903738567)
(0, 0.07880462815669913, 2.9762456718219092, 0.9985320541492304, 0.000503739642810948)
(0, 0.07880462815669913, 3.306939635357677, 0.9985320541492304, -0.0005037396428109474)
(0, 0.07880462815669913, 3.6376335988934447, 0.9991505978607661, -0.0012991845903738565)
(0, 0.07880462815669913, 3.968327562429212, 1.0001276135276587, -0.0015473387188822474)
(0, 0.07880462815669913, 4.29902152596498, 1.0010514584819237, -0.0011428431353198115)
(0, 0.07880462815669913, 4.6297154895007475, 1.0015319377386047, -0.0002557357851582275)
(0, 0.07880462815669913, 4.960409453036515, 1.0013657498464876, 0.0007394330638766084)
(0, 0.07880462815669913, 5.291103416572283, 1.000623240934352, 0.0014222201881779895)
(0, 0.07880462815669913, 5.621797380108051, 0.9996183434859602, 0.0015047480906425945)
(0, 0.07880462815669913, 5.9524913436438185, 0.998774973905881, 0.0009530071888195497)
(0, 0.07880462815669913, 6.283185307179586, 0.9984480601382711, 7.599361881158574e-19)
(0, 0.11721022975334805, 0.0, 0.9965683884348459, 0.0)
(0, 0.11721022975334805, 0.3306939635357677, 0.9972903743755065, -0.0021066923219879704)
(0, 0.11721022975334805, 0.6613879270715354, 0.9991542726410847, -0.0033280584623918536)
(0, 0.11721022975334805, 0.992081890607303, 1.0013776484312318, -0.0031474472902183587)
(0, 0.11721022975334805, 1.3227758541430708, 1.003022217988308, -0.0016371396027144436)
(0, 0.11721022975334805, 1.6534698176788385, 1.0033905068269156, 0.0005662680026669277)
(0, 0.11721022975334805, 1.984163781214606, 1.0023259194300913, 0.002529827207630852)
(0, 0.11721022975334805, 2.3148577447503738, 1.0002807145700752, 0.0034233130343319673)
(0, 0.11721022975334805, 2.6455517082861415, 0.9981202905032587, 0.002872597596721703)
(0, 0.11721022975334805, 2.9762456718219092, 0.996753861016106, 0.0011133892413515546)
(0, 0.11721022975334805, 3.306939635357677, 0.996753861016106, -0.0011133892413515531)
(0, 0.11721022975334805, 3.6376335988934447, 0.9981202905032587, -0.0028725975967217026)
(0, 0.11721022975334805, 3.968327562429212, 1.0002807145700752, -0.0034233130343319673)
(0, 0.11721022975334805, 4.29902152596498, 1.0023259194300913, -0.002529827207630855)
(0, 0.11721022975334805, 4.6297154895007475, 1.0033905068269156, -0.000566268002666931)
(0, 0.11721022975334805, 4.960409453036515, 1.003022217988308, 0.0016371396027144408)
(0, 0.11721022975334805, 5.291103416572283, 1.0013776484312318, 0.0031474472902183574)
(0, 0.11721022975334805, 5.621797380108051, 0.9991542726410847, 0.0033280584623918545)
(0, 0.11721022975334805, 5.9524913436438185, 0.9972903743755065, 0.002106692321987972)
(0, 0.11721022975334805, 6.283185307179586, 0.9965683884348459, 1.6795613321806502e-18)
(0, 0.1743328822199989, 0.0, 0.9924164317230467, 0.0)
(0, 0.1743328822199989, 0.3306939635357677, 0.9940076673430491, -0.004652801524676141)
(0, 0.1743328822199989, 0.6613879270715354, 0.9981221194785943, -0.007358614027594188)
(0, 0.1743328822199989, 0.992081890607303, 1.0030422909053194, -0.006968649432339831)
(0, 0.1743328822199989, 1.3227758541430708, 1.0066901261638175, -0.003628337231241498)
(0, 0.1743328822199989, 1.6534698176788385, 1.007508022888871, 0.0012552797780860396)
(0, 0.1743328822199989, 1.984163781214606, 1.005144776127247, 0.005604412325938924)
(0, 0.1743328822199989, 2.3148577447503738, 1.0006131984094355, 0.0075744011478428444)
(0, 0.1743328822199989, 2.6455517082861415, 0.9958385088108463, 0.006347566479386147)
(0, 0.1743328822199989, 2.9762456718219092, 0.9928250740112965, 0.0024582084758957958)
(0, 0.1743328822199989, 3.306939635357677, 0.9928250740112965, -0.0024582084758957923)
(0, 0.1743328822199989, 3.6376335988934447, 0.9958385088108463, -0.006347566479386146)
(0, 0.1743328822199989, 3.968327562429212, 1.0006131984094355, -0.007574401147842844)
(0, 0.1743328822199989, 4.29902152596498, 1.005144776127247, -0.005604412325938931)
(0, 0.1743328822199989, 4.6297154895007475, 1.007508022888871, -0.0012552797780860465)
(0, 0.1743328822199989, 4.960409453036515, 1.0066901261638175, 0.0036283372312414922)
(0, 0.1743328822199989, 5.291103416572283, 1.0030422909053194, 0.006968649432339829)
(0, 0.1743328822199989, 5.621797380108051, 0.9981221194785943, 0.007358614027594189)
(0, 0.1743328822199989, 5.9524913436438185, 0.9940076673430491, 0.004652801524676145)
(0, 0.1743328822199989, 6.283185307179586, 0.9924164317230467, 3.707819159076555e-18)
(0, 0.2592943797404667, 0.0, 0.9832621049135916, 0.0)
(0, 0.2592943797404667, 0.3306939635357677, 0.9867532071567059, -0.010255580659869595)
(0, 0.2592943797404667, 0.6613879270715354, 0.9958117549718739, -0.01626034811210807)
(0, 0.2592943797404667, 0.992081890607303, 1.00670389337456, -0.01544460034134524)
(0, 0.2592943797404667, 1.3227758541430708, 1.0148211832566203, -0.008059172324435562)
(0, 0.2592943797404667, 1.6534698176788385, 1.0166460689469077, 0.0027895672590162036)
(0, 0.2592943797404667, 1.984163781214606, 1.0113780785428252, 0.012436807533461559)
(0, 0.2592943797404667, 2.3148577447503738, 1.001318326693514, 0.016762482138970403)
(0, 0.2592943797404667, 2.6455517082861415, 0.9907784380050171, 0.014006764139134093)
(0, 0.2592943797404667, 2.9762456718219092, 0.9841579965951806, 0.0054144046875255316)
(0, 0.2592943797404667, 3.306939635357677, 0.9841579965951806, -0.005414404687525526)
(0, 0.2592943797404667, 3.6376335988934447, 0.9907784380050171, -0.01400676413913409)
(0, 0.2592943797404667, 3.968327562429212, 1.001318326693514, -0.0167624821389704)
(0, 0.2592943797404667, 4.29902152596498, 1.0113780785428252, -0.012436807533461575)
(0, 0.2592943797404667, 4.6297154895007475, 1.0166460689469077, -0.0027895672590162197)
(0, 0.2592943797404667, 4.960409453036515, 1.0148211832566203, 0.00805917232443555)
(0, 0.2592943797404667, 5.291103416572283, 1.00670389337456, 0.015444600341345234)
(0, 0.2592943797404667, 5.621797380108051, 0.9958117549718739, 0.016260348112108074)
(0, 0.2592943797404667, 5.9524913436438185, 0.9867532071567059, 0.010255580659869604)
