# Complex evaluations of modified Bessel function I_n(z) for z in the RHP.
#
# Function representation: I(ν, z)
#   I --> [complex] modified Bessel function of the first kind
#   z --> [complex] argument (Re(z) > 0)
#   ν --> [int] bessel order
#
# Hardware details:
#   date: 2026-02-10 21:47:00.469167+00:00
#   system: Darwin
#   release: 25.0.0
#   version: Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:23 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T8122
#   machine: arm64
#   processor: arm
#
# Software details:
#   python version: 3.14.2 (v3.14.2:df793163d58, Dec  5 2025, 12:18:06) [Clang 16.0.0 (clang-1600.0.26.6)]
#   scipy version: 1.17.0
#
# Data shape: (order, z_r, z_theta, real(I), imag(I)) 
(0, 0.0014873521072935117, 0.24644152528340468, 1.0000004872253914, 2.61687408895495e-07)
(0, 0.0014873521072935117, 0.41073587547234136, 1.0000003767096814, 4.049181163596766e-07)
(0, 0.0014873521072935117, 0.5750302256612778, 1.0000002258850753, 5.048215276293372e-07)
(0, 0.0014873521072935117, 0.7393245758502143, 1.0000000508902047, 5.507077285115532e-07)
(0, 0.0014873521072935117, 0.9036189260391507, 0.9999998704499758, 5.376667916334793e-07)
(0, 0.0014873521072935117, 1.0679132762280872, 0.9999997038719514, 4.6709414566565237e-07)
(0, 0.0014873521072935117, 1.2322076264170236, 0.9999995689803944, 3.465412545924801e-07)
(0, 0.0014873521072935117, 1.39650197660596, 0.9999994802090311, 1.8890758735279864e-07)
(0, 0.0014873521072935117, 1.5607963267948965, 0.9999994470566107, 1.1060341006797731e-08)
(0, 0.00221221629107045, -1.5607963267948965, 0.9999987767698312, -2.4467858359785277e-08)
(0, 0.00221221629107045, -1.39650197660596, 0.9999988501101078, -4.1790431058805894e-07)
(0, 0.00221221629107045, -1.2322076264170236, 0.9999990464914509, -7.666240086611092e-07)
(0, 0.00221221629107045, -1.067913276228087, 0.999999344900619, -1.0333130930403119e-06)
(0, 0.00221221629107045, -0.9036189260391506, 0.9999997134071434, -1.1894351422231464e-06)
(0, 0.00221221629107045, -0.7393245758502142, 1.0000001125799385, -1.2182846462096257e-06)
(0, 0.00221221629107045, -0.5750302256612776, 1.0000004997065066, -1.1167745604031558e-06)
(0, 0.00221221629107045, -0.41073587547234114, 1.0000008333632795, -8.957666580879201e-07)
(0, 0.00221221629107045, -0.24644152528340468, 1.0000010778480615, -5.789093200850131e-07)
(0, 0.00221221629107045, -0.08214717509446823, 1.000001207000284, -2.001071097577751e-07)
(0, 0.00221221629107045, 0.08214717509446823, 1.000001207000284, 2.001071097577751e-07)
(0, 0.00221221629107045, 0.24644152528340468, 1.0000010778480615, 5.789093200850131e-07)
(0, 0.00221221629107045, 0.41073587547234136, 1.0000008333632795, 8.957666580879203e-07)
(0, 0.00221221629107045, 0.5750302256612778, 1.0000004997065066, 1.1167745604031558e-06)
(0, 0.00221221629107045, 0.7393245758502143, 1.0000001125799385, 1.2182846462096257e-06)
(0, 0.00221221629107045, 0.9036189260391507, 0.9999997134071434, 1.1894351422231464e-06)
(0, 0.00221221629107045, 1.0679132762280872, 0.999999344900619, 1.0333130930403112e-06)
(0, 0.00221221629107045, 1.2322076264170236, 0.9999990464914509, 7.666240086611092e-07)
(0, 0.00221221629107045, 1.39650197660596, 0.9999988501101078, 4.1790431058805894e-07)
(0, 0.00221221629107045, 1.5607963267948965, 0.9999987767698312, 2.4467858359785277e-08)
(0, 0.0032903445623126675, -1.5607963267948965, 0.9999972939512957, -5.4128154739938174e-08)
(0, 0.0032903445623126675, -1.39650197660596, 0.9999974561956171, -9.244940796576632e-07)
(0, 0.0032903445623126675, -1.2322076264170236, 0.9999978906330695, -1.69593714095335e-06)
(0, 0.0032903445623126675, -1.067913276228087, 0.9999985507780491, -2.285911150553457e-06)
(0, 0.0032903445623126675, -0.9036189260391506, 0.9999993659937203, -2.6312873417266944e-06)
(0, 0.0032903445623126675, -0.7393245758502142, 1.0000002490501876, -2.6951093254085347e-06)
(0, 0.0032903445623126675, -0.5750302256612776, 1.0000011054582059, -2.4705476242467605e-06)
(0, 0.0032903445623126675, -0.41073587547234114, 1.0000018435797506, -1.9816305949572163e-06)
(0, 0.0032903445623126675, -0.24644152528340468, 1.0000023844335948, -1.2806734655982165e-06)
(0, 0.0032903445623126675, -0.08214717509446823, 1.0000026701466413, -4.4268053201784557e-07)
(0, 0.0032903445623126675, 0.08214717509446823, 1.0000026701466413, 4.4268053201784557e-07)
(0, 0.0032903445623126675, 0.24644152528340468, 1.0000023844335948, 1.2806734655982165e-06)
(0, 0.0032903445623126675, 0.41073587547234136, 1.0000018435797506, 1.9816305949572167e-06)
(0, 0.0032903445623126675, 0.5750302256612778, 1.0000011054582059, 2.47054762424676e-06)
(0, 0.0032903445623126675, 0.7393245758502143, 1.0000002490501876, 2.6951093254085347e-06)
(0, 0.0032903445623126675, 0.9036189260391507, 0.9999993659937203, 2.6312873417266944e-06)
(0, 0.0032903445623126675, 1.0679132762280872, 0.9999985507780491, 2.285911150553456e-06)
(0, 0.0032903445623126675, 1.2322076264170236, 0.9999978906330695, 1.69593714095335e-06)
(0, 0.0032903445623126675, 1.39650197660596, 0.9999974561956171, 9.244940796576632e-07)
(0, 0.0032903445623126675, 1.5607963267948965, 0.9999972939512957, 5.4128154739938174e-08)
(0, 0.004893900918477494, -1.5607963267948965, 0.999994013639879, -1.19742989323396e-07)
(0, 0.004893900918477494, -1.39650197660596, 0.9999943725582681, -2.045177710713321e-06)
(0, 0.004893900918477494, -1.2322076264170236, 0.9999953336251673, -3.7517749751795e-06)
(0, 0.004893900918477494, -1.067913276228087, 0.9999967940054956, -5.056925445261202e-06)
(0, 0.004893900918477494, -0.9036189260391506, 0.9999985974366072, -5.8209744869928885e-06)
(0, 0.004893900918477494, -0.7393245758502142, 1.000000550948054, -5.962165655883285e-06)
(0, 0.004893900918477494, -0.5750302256612776, 1.0000024455093794, -5.465389364181864e-06)
(0, 0.004893900918477494, -0.41073587547234114, 1.0000040783968045, -4.383800383538022e-06)
(0, 0.004893900918477494, -0.24644152528340468, 1.0000052748855555, -2.833130798640609e-06)
(0, 0.004893900918477494, -0.08214717509446823, 1.0000059069465481, -9.793066695737393e-07)
(0, 0.004893900918477494, 0.08214717509446823, 1.0000059069465481, 9.793066695737393e-07)
(0, 0.004893900918477494, 0.24644152528340468, 1.0000052748855555, 2.833130798640609e-06)
(0, 0.004893900918477494, 0.41073587547234136, 1.0000040783968045, 4.383800383538022e-06)
(0, 0.004893900918477494, 0.5750302256612778, 1.0000024455093794, 5.465389364181865e-06)
(0, 0.004893900918477494, 0.7393245758502143, 1.000000550948054, 5.962165655883285e-06)
(0, 0.004893900918477494, 0.9036189260391507, 0.9999985974366072, 5.8209744869928885e-06)
(0, 0.004893900918477494, 1.0679132762280872, 0.9999967940054956, 5.056925445261199e-06)
(0, 0.004893900918477494, 1.2322076264170236, 0.9999953336251673, 3.7517749751795e-06)
(0, 0.004893900918477494, 1.39650197660596, 0.9999943725582681, 2.045177710713321e-06)
(0, 0.004893900918477494, 1.5607963267948965, 0.999994013639879, 1.19742989323396e-07)
(0, 0.007278953843983154, -1.5607963267948965, 0.9999867569006321, -2.648964305726264e-07)
(0, 0.007278953843983154, -1.39650197660596, 0.9999875509001501, -4.524360017843416e-06)
(0, 0.007278953843983154, -1.2322076264170236, 0.9999896769747366, -8.299714246125182e-06)
(0, 0.007278953843983154, -1.067913276228087, 0.9999929076364747, -1.1186991114360226e-05)
(0, 0.007278953843983154, -0.9036189260391506, 0.9999968972050157, -1.287724364302699e-05)
(0, 0.007278953843983154, -0.7393245758502142, 1.0000012187926326, -1.3189604398482795e-05)
(0, 0.007278953843983154, -0.5750302256612776, 1.0000054099796731, -1.20906413097363e-05)
(0, 0.007278953843983154, -0.41073587547234114, 1.0000090222941198, -9.697938598006238e-06)
(0, 0.007278953843983154, -0.24644152528340468, 1.0000116692010321, -6.267518145604167e-06)
(0, 0.007278953843983154, -0.08214717509446823, 1.0000130674661336, -2.166445924762054e-06)
(0, 0.007278953843983154, 0.08214717509446823, 1.0000130674661336, 2.166445924762054e-06)
(0, 0.007278953843983154, 0.24644152528340468, 1.0000116692010321, 6.267518145604167e-06)
(0, 0.007278953843983154, 0.41073587547234136, 1.0000090222941198, 9.69793859800624e-06)
(0, 0.007278953843983154, 0.5750302256612778, 1.0000054099796731, 1.20906413097363e-05)
(0, 0.007278953843983154, 0.7393245758502143, 1.0000012187926326, 1.3189604398482793e-05)
(0, 0.007278953843983154, 0.9036189260391507, 0.9999968972050157, 1.287724364302699e-05)
(0, 0.007278953843983154, 1.0679132762280872, 0.9999929076364747, 1.118699111436022e-05)
(0, 0.007278953843983154, 1.2322076264170236, 0.9999896769747366, 8.299714246125182e-06)
(0, 0.007278953843983154, 1.39650197660596, 0.9999875509001501, 4.524360017843416e-06)
(0, 0.007278953843983154, 1.5607963267948965, 0.9999867569006321, 2.648964305726264e-07)
(0, 0.010826367338740546, -1.5607963267948965, 0.9999707035173655, -5.860034954042617e-07)
(0, 0.010826367338740546, -1.39650197660596, 0.9999724599886817, -1.0008787416064534e-05)
(0, 0.010826367338740546, -1.2322076264170236, 0.9999771632606005, -1.8360648185405842e-05)
(0, 0.010826367338740546, -1.067913276228087, 0.9999843101076877, -2.4747937605830997e-05)
(0, 0.010826367338740546, -0.9036189260391506, 0.9999931358416708, -2.8487194597402852e-05)
(0, 0.010826367338740546, -0.7393245758502142, 1.0000026961172825, -2.917827927787925e-05)
(0, 0.010826367338740546, -0.5750302256612776, 1.0000119679667843, -2.6747201379617317e-05)
(0, 0.010826367338740546, -0.41073587547234114, 1.0000199592575552, -2.145405507672796e-05)
(0, 0.010826367338740546, -0.24644152528340468, 1.000025814861583, -1.3865203811152575e-05)
(0, 0.010826367338740546, -0.08214717509446823, 1.000028908172797, -4.792684927566904e-06)
(0, 0.010826367338740546, 0.08214717509446823, 1.000028908172797, 4.792684927566904e-06)
(0, 0.010826367338740546, 0.24644152528340468, 1.000025814861583, 1.3865203811152575e-05)
(0, 0.010826367338740546, 0.41073587547234136, 1.0000199592575552, 2.1454055076727963e-05)
(0, 0.010826367338740546, 0.5750302256612778, 1.0000119679667843, 2.674720137961732e-05)
(0, 0.010826367338740546, 0.7393245758502143, 1.0000026961172825, 2.9178279277879246e-05)
(0, 0.010826367338740546, 0.9036189260391507, 0.9999931358416708, 2.8487194597402852e-05)
(0, 0.010826367338740546, 1.0679132762280872, 0.9999843101076877, 2.474793760583099e-05)
(0, 0.010826367338740546, 1.2322076264170236, 0.9999771632606005, 1.8360648185405842e-05)
(0, 0.010826367338740546, 1.39650197660596, 0.9999724599886817, 1.0008787416064534e-05)
(0, 0.010826367338740546, 1.5607963267948965, 0.9999707035173655, 5.860034954042617e-07)
(0, 0.01610262027560939, -1.5607963267948965, 0.9999351904190286, -1.2963434596448548e-06)
(0, 0.01610262027560939, -1.39650197660596, 0.9999390759796287, -2.2141232980974157e-05)
(0, 0.01610262027560939, -1.2322076264170236, 0.999949480316692, -4.061716281659338e-05)
(0, 0.01610262027560939, -1.067913276228087, 0.9999652903190523, -5.474727010273316e-05)
(0, 0.01610262027560939, -0.9036189260391506, 0.9999848144846457, -6.301957378797064e-05)
(0, 0.01610262027560939, -0.7393245758502142, 1.0000059638286718, -6.454877024771734e-05)
(0, 0.01610262027560939, -0.5750302256612776, 1.000026475347492, -5.9171023849784886e-05)
(0, 0.01610262027560939, -0.41073587547234114, 1.0000441541532206, -4.7461584306827097e-05)
(0, 0.01610262027560939, -0.24644152528340468, 1.0000571083752345, -3.067330967307338e-05)
(0, 0.01610262027560939, -0.08214717509446823, 1.0000639516756644, -1.0602641444293744e-05)
(0, 0.01610262027560939, 0.08214717509446823, 1.0000639516756644, 1.0602641444293744e-05)
(0, 0.01610262027560939, 0.24644152528340468, 1.0000571083752345, 3.067330967307338e-05)
(0, 0.01610262027560939, 0.41073587547234136, 1.0000441541532206, 4.746158430682711e-05)
(0, 0.01610262027560939, 0.5750302256612778, 1.000026475347492, 5.917102384978488e-05)
(0, 0.01610262027560939, 0.7393245758502143, 1.0000059638286718, 6.454877024771734e-05)
(0, 0.01610262027560939, 0.9036189260391507, 0.9999848144846457, 6.301957378797064e-05)
(0, 0.01610262027560939, 1.0679132762280872, 0.9999652903190523, 5.4747270102733145e-05)
(0, 0.01610262027560939, 1.2322076264170236, 0.999949480316692, 4.061716281659338e-05)
(0, 0.01610262027560939, 1.39650197660596, 0.9999390759796287, 2.2141232980974157e-05)
(0, 0.01610262027560939, 1.5607963267948965, 0.9999351904190286, 1.2963434596448548e-06)
(0, 0.02395026619987486, -1.5607963267948965, 0.9998566300040145, -2.867679467176365e-06)
(0, 0.02395026619987486, -1.39650197660596, 0.9998652250493935, -4.897938757593739e-05)
(0, 0.02395026619987486, -1.2322076264170236, 0.9998882401385994, -8.985119789341299e-05)
(0, 0.02395026619987486, -1.067913276228087, 0.9999232134765927, -0.00012111025486027265)
(0, 0.02395026619987486, -0.9036189260391506, 0.9999664038475718, -0.00013941164464430575)
(0, 0.02395026619987486, -0.7393245758502142, 1.0000131905094578, -0.00014279635730341883)
(0, 0.02395026619987486, -0.5750302256612776, 1.0000585673177005, -0.00013090120345567543)
(0, 0.02395026619987486, -0.41073587547234114, 1.0000976783339475, -0.00010499809989130587)
(0, 0.02395026619987486, -0.24644152528340468, 1.0001263376337703, -6.7858344091142e-05)
(0, 0.02395026619987486, -0.08214717509446823, 1.0001414776052566, -2.34562452861776e-05)
(0, 0.02395026619987486, 0.08214717509446823, 1.0001414776052566, 2.34562452861776e-05)
(0, 0.02395026619987486, 0.24644152528340468, 1.0001263376337703, 6.7858344091142e-05)
(0, 0.02395026619987486, 0.41073587547234136, 1.0000976783339475, 0.00010499809989130588)
(0, 0.02395026619987486, 0.5750302256612778, 1.0000585673177005, 0.00013090120345567546)
(0, 0.02395026619987486, 0.7393245758502143, 1.0000131905094578, 0.00014279635730341886)
(0, 0.02395026619987486, 0.9036189260391507, 0.9999664038475718, 0.00013941164464430575)
(0, 0.02395026619987486, 1.0679132762280872, 0.9999232134765927, 0.0001211102548602726)
(0, 0.02395026619987486, 1.2322076264170236, 0.9998882401385994, 8.985119789341299e-05)
(0, 0.02395026619987486, 1.39650197660596, 0.9998652250493935, 4.897938757593739e-05)
(0, 0.02395026619987486, 1.5607963267948965, 0.9998566300040145, 2.867679467176365e-06)
(0, 0.03562247890262444, -1.5607963267948965, 0.9996828483344765, -6.3433759450657395e-06)
(0, 0.03562247890262444, -1.39650197660596, 0.9997018592281773, -0.00010834414771640327)
(0, 0.03562247890262444, -1.2322076264170236, 0.9997527659750657, -0.0001987568190853542)
(0, 0.03562247890262444, -1.067913276228087, 0.9998301257210882, -0.0002679096094378308)
(0, 0.03562247890262444, -0.9036189260391506, 0.99992566577076, -0.0003084024315654494)
(0, 0.03562247890262444, -0.7393245758502142, 1.0000291667062102, -0.0003158989537568293)
(0, 0.03562247890262444, -0.5750302256612776, 1.0001295543864923, -0.0002895920545023116)
(0, 0.03562247890262444, -0.41073587547234114, 1.0002160846072645, -0.00023229225866541465)
(0, 0.03562247890262444, -0.24644152528340468, 1.0002794937851758, -0.00015012882912689875)
(0, 0.03562247890262444, -0.08214717509446823, 1.0003129921131497, -5.189473744557495e-05)
(0, 0.03562247890262444, 0.08214717509446823, 1.0003129921131497, 5.189473744557495e-05)
(0, 0.03562247890262444, 0.24644152528340468, 1.0002794937851758, 0.00015012882912689875)
(0, 0.03562247890262444, 0.41073587547234136, 1.0002160846072645, 0.0002322922586654147)
(0, 0.03562247890262444, 0.5750302256612778, 1.0001295543864923, 0.00028959205450231155)
(0, 0.03562247890262444, 0.7393245758502143, 1.0000291667062102, 0.0003158989537568294)
(0, 0.03562247890262444, 0.9036189260391507, 0.99992566577076, 0.0003084024315654494)
(0, 0.03562247890262444, 1.0679132762280872, 0.9998301257210882, 0.00026790960943783075)
(0, 0.03562247890262444, 1.2322076264170236, 0.9997527659750657, 0.0001987568190853542)
(0, 0.03562247890262444, 1.39650197660596, 0.9997018592281773, 0.00010834414771640327)
(0, 0.03562247890262444, 1.5607963267948965, 0.9996828483344765, 6.3433759450657395e-06)
(0, 0.0529831690628371, -1.5607963267948965, 0.9992984593293013, -1.403022189945029e-05)
(0, 0.0529831690628371, -1.39650197660596, 0.9993404998517105, -0.00023963737433981222)
(0, 0.0529831690628371, -1.2322076264170236, 0.9994530793557388, -0.000439627182147105)
(0, 0.0529831690628371, -1.067913276228087, 0.9996241725763901, -0.0005926129791428639)
(0, 0.0529831690628371, -0.9036189260391506, 0.9998354965444232, -0.0006822221470201512)
(0, 0.0529831690628371, -0.7393245758502142, 1.0000644567310282, -0.0006988491689412957)
(0, 0.0529831690628371, -0.5750302256612776, 1.0002865573559685, -0.0006406905672811331)
(0, 0.0529831690628371, -0.41073587547234114, 1.0004780210187858, -0.0005139480202770699)
(0, 0.0529831690628371, -0.24644152528340468, 1.0006183379652782, -0.0003321737003473708)
(0, 0.0529831690628371, -0.08214717509446823, 1.0006924701206812, -0.00011482416097220643)
(0, 0.0529831690628371, 0.08214717509446823, 1.0006924701206812, 0.00011482416097220643)
(0, 0.0529831690628371, 0.24644152528340468, 1.0006183379652782, 0.0003321737003473708)
(0, 0.0529831690628371, 0.41073587547234136, 1.0004780210187858, 0.00051394802027707)
(0, 0.0529831690628371, 0.5750302256612778, 1.0002865573559685, 0.000640690567281133)
(0, 0.0529831690628371, 0.7393245758502143, 1.0000644567310282, 0.0006988491689412957)
(0, 0.0529831690628371, 0.9036189260391507, 0.9998354965444232, 0.0006822221470201512)
(0, 0.0529831690628371, 1.0679132762280872, 0.9996241725763901, 0.0005926129791428635)
(0, 0.0529831690628371, 1.2322076264170236, 0.9994530793557388, 0.000439627182147105)
(0, 0.0529831690628371, 1.39650197660596, 0.9993404998517105, 0.00023963737433981222)
(0, 0.0529831690628371, 1.5607963267948965, 0.9992984593293013, 1.403022189945029e-05)
(0, 0.07880462815669913, -1.5607963267948965, 0.9984483701545657, -3.102468586156122e-05)
(0, 0.07880462815669913, -1.39650197660596, 0.9985412961382326, -0.0005299177668769236)
(0, 0.07880462815669913, -1.2322076264170236, 0.998790164190277, -0.0009722279909360869)
(0, 0.07880462815669913, -1.067913276228087, 0.9991684476671364, -0.001310689449960522)
(0, 0.07880462815669913, -0.9036189260391506, 0.9996357888644125, -0.001509072493001699)
(0, 0.07880462815669913, -0.7393245758502142, 1.000142267597772, -0.0015460659473927945)
(0, 0.07880462815669913, -0.5750302256612776, 1.0006337067370772, -0.0014175922919566844)
(0, 0.07880462815669913, -0.41073587547234114, 1.0010574620182977, -0.0011372935778440603)
(0, 0.07880462815669913, -0.24644152528340468, 1.0013680796733408, -0.0007351154414713941)
(0, 0.07880462815669913, -0.08214717509446823, 1.0015322062905168, -0.0002541224772726215)
(0, 0.07880462815669913, 0.08214717509446823, 1.0015322062905168, 0.0002541224772726215)
(0, 0.07880462815669913, 0.24644152528340468, 1.0013680796733408, 0.0007351154414713941)
(0, 0.07880462815669913, 0.41073587547234136, 1.0010574620182977, 0.0011372935778440605)
(0, 0.07880462815669913, 0.5750302256612778, 1.0006337067370772, 0.0014175922919566844)
(0, 0.07880462815669913, 0.7393245758502143, 1.000142267597772, 0.0015460659473927943)
(0, 0.07880462815669913, 0.9036189260391507, 0.9996357888644125, 0.0015090724930016987)
(0, 0.07880462815669913, 1.0679132762280872, 0.9991684476671364, 0.0013106894499605218)
(0, 0.07880462815669913, 1.2322076264170236, 0.998790164190277, 0.0009722279909360869)
(0, 0.07880462815669913, 1.39650197660596, 0.9985412961382326, 0.0005299177668769236)
(0, 0.07880462815669913, 1.5607963267948965, 0.9984483701545657, 3.102468586156122e-05)
(0, 0.11721022975334805, -1.5607963267948965, 0.9965690729669462, -6.85687474029967e-05)
(0, 0.11721022975334805, -1.39650197660596, 0.9967742700036833, -0.0011712559445678776)
(0, 0.11721022975334805, -1.2322076264170236, 0.9973239289497114, -0.0021492011314110803)
(0, 0.11721022975334805, -1.067913276228087, 0.9981597378875506, -0.0028980671157970367)
(0, 0.11721022975334805, -0.9036189260391506, 0.9991928481397483, -0.0033376580705276084)
(0, 0.11721022975334805, -0.7393245758502142, 1.0003131378435675, -0.0034205275464248494)
(0, 0.11721022975334805, -0.5750302256612776, 1.001400818683302, -0.0031372254009462614)
(0, 0.11721022975334805, -0.41073587547234114, 1.0023392175190766, -0.0025175517127170137)
(0, 0.11721022975334805, -0.24644152528340468, 1.0030273806042498, -0.0016275824781677114)
(0, 0.11721022975334805, -0.08214717509446823, 1.003391102024429, -0.0005626957953097674)
(0, 0.11721022975334805, 0.08214717509446823, 1.003391102024429, 0.0005626957953097674)
(0, 0.11721022975334805, 0.24644152528340468, 1.0030273806042498, 0.0016275824781677114)
(0, 0.11721022975334805, 0.41073587547234136, 1.0023392175190766, 0.0025175517127170146)
(0, 0.11721022975334805, 0.5750302256612778, 1.001400818683302, 0.0031372254009462614)
(0, 0.11721022975334805, 0.7393245758502143, 1.0003131378435675, 0.0034205275464248494)
(0, 0.11721022975334805, 0.9036189260391507, 0.9991928481397483, 0.003337658070527608)
(0, 0.11721022975334805, 1.0679132762280872, 0.9981597378875506, 0.002898067115797036)
(0, 0.11721022975334805, 1.2322076264170236, 0.9973239289497114, 0.0021492011314110803)
(0, 0.11721022975334805, 1.39650197660596, 0.9967742700036833, 0.0011712559445678776)
(0, 0.11721022975334805, 1.5607963267948965, 0.9965690729669462, 6.85687474029967e-05)
(0, 0.1743328822199989, -1.5607963267948965, 0.9924179397476451, -0.00015137322845921718)
(0, 0.1743328822199989, -1.39650197660596, 0.9928700457437964, -0.002586002213538755)
(0, 0.1743328822199989, -1.2322076264170236, 0.9940816547092536, -0.004746782536353976)
(0, 0.1743328822199989, -1.067913276228087, 0.9959255780181864, -0.00640399981550832)
(0, 0.1743328822199989, -0.9036189260391506, 0.9982073712802787, -0.007380012277007338)
(0, 0.1743328822199989, -0.7393245758502142, 1.0006849514992666, -0.007568386674961193)
(0, 0.1743328822199989, -0.5750302256612776, 1.0030936347704889, -0.006946114905056352)
(0, 0.1743328822199989, -0.41073587547234114, 1.0051742774681511, -0.005577262833944173)
(0, 0.1743328822199989, -0.24644152528340468, 1.0067015888066402, -0.003607167345842508)
(0, 0.1743328822199989, -0.08214717509446823, 1.0075093449984904, -0.0012473615029292564)
(0, 0.1743328822199989, 0.08214717509446823, 1.0075093449984904, 0.0012473615029292564)
(0, 0.1743328822199989, 0.24644152528340468, 1.0067015888066402, 0.003607167345842508)
(0, 0.1743328822199989, 0.41073587547234136, 1.0051742774681511, 0.005577262833944175)
(0, 0.1743328822199989, 0.5750302256612778, 1.0030936347704889, 0.00694611490505635)
(0, 0.1743328822199989, 0.7393245758502143, 1.0006849514992666, 0.007568386674961192)
(0, 0.1743328822199989, 0.9036189260391507, 0.9982073712802787, 0.007380012277007336)
(0, 0.1743328822199989, 1.0679132762280872, 0.9959255780181864, 0.006403999815508318)
(0, 0.1743328822199989, 1.2322076264170236, 0.9940816547092536, 0.004746782536353976)
(0, 0.1743328822199989, 1.39650197660596, 0.9928700457437964, 0.002586002213538755)
(0, 0.1743328822199989, 1.5607963267948965, 0.9924179397476451, 0.00015137322845921718)
(0, 0.2592943797404667, -1.5607963267948965, 0.9832654102203413, -0.0003333288971367835)
(0, 0.2592943797404667, -1.39650197660596, 0.9842566184227377, -0.0056960373971718286)
(0, 0.2592943797404667, -1.2322076264170236, 0.9869156983718641, -0.010463203611034073)
(0, 0.2592943797404667, -1.067913276228087, 0.9909700904696525, -0.014132041338153947)
(0, 0.2592943797404667, -0.9036189260391506, 0.9959999302589636, -0.01630847636664677)
(0, 0.2592943797404667, -0.7393245758502142, 1.0014771847109345, -0.016749899725175734)
(0, 0.2592943797404667, -0.5750302256612776, 1.00681789883579, -0.015395134484545533)
(0, 0.2592943797404667, -0.41073587547234114, 1.0114437490959318, -0.01237677979262489)
(0, 0.2592943797404667, -0.24644152528340468, 1.014846746307365, -0.008012205531459362)
(0, 0.2592943797404667, -0.08214717509446823, 1.016649020272351, -0.0027719729365166357)
(0, 0.2592943797404667, 0.08214717509446823, 1.016649020272351, 0.0027719729365166357)
(0, 0.2592943797404667, 0.24644152528340468, 1.014846746307365, 0.008012205531459362)
